GO term	GO size	Size pivot	GO name	CI quantile (GO)	CI quantile (17k random)	Number of random subsets
GO:0033149	2	2	FFAT motif binding	0.836098820059	0.856516342573	24170
GO:0001934	131	128	positive regulation of protein phosphorylation	0.84236453202	0.857766990291	2060
GO:0034774	111	128	secretory granule lumen	0.940425531915	0.857766990291	2060
GO:0051092	135	128	positive regulation of NF-kappaB transcription factor activity	0.810526315789	0.857766990291	2060
GO:0031225	88	64	anchored component of membrane	0.446319018405	0.858387799564	4590
GO:0032481	47	64	positive regulation of type I interferon production	0.931484502447	0.858387799564	4590
GO:0042383	85	64	sarcolemma	0.470501474926	0.858387799564	4590
GO:0043410	76	64	positive regulation of MAPK cascade	0.608374384236	0.858387799564	4590
GO:0008144	56	64	drug binding	0.851851851852	0.858387799564	4590
GO:1900004	9	8	negative regulation of serine-type endopeptidase activity	0.719859813084	0.85842380378	24870
GO:0004596	9	8	peptide alpha-N-acetyltransferase activity	0.719859813084	0.85842380378	24870
GO:0007127	7	8	meiosis I	0.855291576674	0.85842380378	24870
GO:0036353	8	8	histone H2A-K119 monoubiquitination	0.778639618138	0.85842380378	24870
GO:0007341	6	8	penetration of zona pellucida	0.87323943662	0.85842380378	24870
GO:0005742	9	8	mitochondrial outer membrane translocase complex	0.719859813084	0.85842380378	24870
GO:0007342	8	8	fusion of sperm to egg plasma membrane involved in single fertilization	0.778639618138	0.85842380378	24870
GO:0043083	8	8	synaptic cleft	0.778639618138	0.85842380378	24870
GO:1990124	9	8	messenger ribonucleoprotein complex	0.719859813084	0.85842380378	24870
GO:0008024	8	8	cyclin/CDK positive transcription elongation factor complex	0.778639618138	0.85842380378	24870
GO:0006282	6	8	regulation of DNA repair	0.87323943662	0.85842380378	24870
GO:0060706	7	8	cell differentiation involved in embryonic placenta development	0.855291576674	0.85842380378	24870
GO:0045059	8	8	positive thymic T cell selection	0.778639618138	0.85842380378	24870
GO:0000138	7	8	Golgi trans cisterna	0.855291576674	0.85842380378	24870
GO:0044351	7	8	macropinocytosis	0.855291576674	0.85842380378	24870
GO:0031080	10	8	nuclear pore outer ring	0.642453798768	0.85842380378	24870
GO:0008134	275	256	transcription factor binding	0.921686746988	0.859782608696	920
GO:0048009	14	16	insulin-like growth factor receptor signaling pathway	0.832292849035	0.860324171952	14190
GO:0001891	21	16	phagocytic cup	0.534987794955	0.860324171952	14190
GO:0031235	15	16	intrinsic component of the cytoplasmic side of the plasma membrane	0.784572833436	0.860324171952	14190
GO:0046039	13	16	GTP metabolic process	0.84371257485	0.860324171952	14190
GO:0106003	13	16	amyloid-beta complex	0.84371257485	0.860324171952	14190
GO:0030904	21	16	retromer complex	0.534987794955	0.860324171952	14190
GO:0038111	19	16	interleukin-7-mediated signaling pathway	0.617959183673	0.860324171952	14190
GO:0043518	14	16	negative regulation of DNA damage response, signal transduction by p53 class mediator	0.832292849035	0.860324171952	14190
GO:0001556	16	16	oocyte maturation	0.735397607319	0.860324171952	14190
GO:0010881	17	16	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	0.675811437403	0.860324171952	14190
GO:0001817	13	16	regulation of cytokine production	0.84371257485	0.860324171952	14190
GO:0033762	12	16	response to glucagon	0.889166666667	0.860324171952	14190
GO:0033617	18	16	mitochondrial respiratory chain complex IV assembly	0.660648489315	0.860324171952	14190
GO:0000186	44	32	activation of MAPKK activity	0.415335463259	0.860676779463	8570
GO:0031252	34	32	cell leading edge	0.671188630491	0.860676779463	8570
GO:0042645	39	32	mitochondrial nucleoid	0.551063829787	0.860676779463	8570
GO:0071158	26	32	positive regulation of cell cycle arrest	0.852142110763	0.860676779463	8570
GO:0001756	41	32	somitogenesis	0.514409221902	0.860676779463	8570
GO:0051059	28	32	NF-kappaB binding	0.824093816631	0.860676779463	8570
GO:0015949	30	32	nucleobase-containing small molecule interconversion	0.774712643678	0.860676779463	8570
GO:0050714	35	32	positive regulation of protein secretion	0.659493670886	0.860676779463	8570
GO:0030669	31	32	clathrin-coated endocytic vesicle membrane	0.767001114827	0.860676779463	8570
GO:0032266	32	32	phosphatidylinositol-3-phosphate binding	0.732205367561	0.860676779463	8570
GO:0006580	1	1	ethanolamine metabolic process	0.84458948165	0.860820648577	30220
GO:0032217	3	4	riboflavin transmembrane transporter activity	0.843772241993	0.861383864485	34830
GO:0001740	4	4	Barr body	0.821408915795	0.861383864485	34830
GO:0034219	5	4	carbohydrate transmembrane transport	0.718730259002	0.861383864485	34830
GO:0044020	4	4	histone methyltransferase activity (H4-R3 specific)	0.821408915795	0.861383864485	34830
GO:0000839	3	4	Hrd1p ubiquitin ligase ERAD-L complex	0.843772241993	0.861383864485	34830
GO:2000757	5	4	negative regulation of peptidyl-lysine acetylation	0.718730259002	0.861383864485	34830
GO:0006203	3	4	dGTP catabolic process	0.843772241993	0.861383864485	34830
GO:0051434	5	4	BH3 domain binding	0.718730259002	0.861383864485	34830
GO:0090207	4	4	regulation of triglyceride metabolic process	0.821408915795	0.861383864485	34830
GO:0019640	5	4	glucuronate catabolic process to xylulose 5-phosphate	0.718730259002	0.861383864485	34830
GO:0070966	3	4	nuclear-transcribed mRNA catabolic process, no-go decay	0.843772241993	0.861383864485	34830
GO:0051224	5	4	negative regulation of protein transport	0.718730259002	0.861383864485	34830
GO:1901300	4	4	positive regulation of hydrogen peroxide-mediated programmed cell death	0.821408915795	0.861383864485	34830
GO:0002768	3	4	immune response-regulating cell surface receptor signaling pathway	0.843772241993	0.861383864485	34830
GO:0045963	3	4	negative regulation of dopamine metabolic process	0.843772241993	0.861383864485	34830
GO:0051294	4	4	establishment of spindle orientation	0.821408915795	0.861383864485	34830
GO:0035434	3	4	copper ion transmembrane transport	0.843772241993	0.861383864485	34830
GO:0070164	4	4	negative regulation of adiponectin secretion	0.821408915795	0.861383864485	34830
GO:2000346	4	4	negative regulation of hepatocyte proliferation	0.821408915795	0.861383864485	34830
GO:0044070	5	4	regulation of anion transport	0.718730259002	0.861383864485	34830
GO:1902275	4	4	regulation of chromatin organization	0.821408915795	0.861383864485	34830
GO:0000235	4	4	astral microtubule	0.821408915795	0.861383864485	34830
GO:0070370	4	4	cellular heat acclimation	0.821408915795	0.861383864485	34830
GO:1990785	3	4	response to water-immersion restraint stress	0.843772241993	0.861383864485	34830
GO:2001141	3	4	regulation of RNA biosynthetic process	0.843772241993	0.861383864485	34830
GO:0072201	5	4	negative regulation of mesenchymal cell proliferation	0.718730259002	0.861383864485	34830
GO:0060385	5	4	axonogenesis involved in innervation	0.718730259002	0.861383864485	34830
GO:0047115	4	4	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	0.821408915795	0.861383864485	34830
GO:0090310	3	4	negative regulation of methylation-dependent chromatin silencing	0.843772241993	0.861383864485	34830
GO:0002317	3	4	plasma cell differentiation	0.843772241993	0.861383864485	34830
GO:0031440	3	4	regulation of mRNA 3'-end processing	0.843772241993	0.861383864485	34830
GO:0072193	3	4	ureter smooth muscle cell differentiation	0.843772241993	0.861383864485	34830
GO:0032767	3	4	copper-dependent protein binding	0.843772241993	0.861383864485	34830
GO:0001920	4	4	negative regulation of receptor recycling	0.821408915795	0.861383864485	34830
GO:0034213	1	1	quinolinate catabolic process	0.844873250095	0.861515552614	30220
GO:0050857	1	1	positive regulation of antigen receptor-mediated signaling pathway	0.845062429058	0.861780277962	30220
GO:0090176	1	1	microtubule cytoskeleton organization involved in establishment of planar polarity	0.848467650397	0.861879549967	30220
GO:1902073	1	1	positive regulation of hypoxia-inducible factor-1alpha signaling pathway	0.848467650397	0.861879549967	30220
GO:0003921	1	1	GMP synthase activity	0.848467650397	0.861879549967	30220
GO:0006422	1	1	aspartyl-tRNA aminoacylation	0.848467650397	0.861879549967	30220
GO:0001651	1	1	dense fibrillar component	0.848467650397	0.861879549967	30220
GO:0003878	1	1	ATP citrate synthase activity	0.848467650397	0.861879549967	30220
GO:0043754	1	1	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity	0.848467650397	0.861879549967	30220
GO:0004152	1	1	dihydroorotate dehydrogenase activity	0.848467650397	0.861879549967	30220
GO:0010585	1	1	glutamine secretion	0.848467650397	0.861879549967	30220
GO:0072576	1	1	liver morphogenesis	0.848467650397	0.861879549967	30220
GO:0033597	1	1	mitotic checkpoint complex	0.848467650397	0.861879549967	30220
GO:0061445	1	1	endocardial cushion cell fate commitment	0.848467650397	0.861879549967	30220
GO:0004077	1	1	biotin-[acetyl-CoA-carboxylase] ligase activity	0.848467650397	0.861879549967	30220
GO:0051153	1	1	regulation of striated muscle cell differentiation	0.848467650397	0.861879549967	30220
GO:0015862	1	1	uridine transport	0.848467650397	0.861879549967	30220
GO:0005175	1	1	CD27 receptor binding	0.848467650397	0.861879549967	30220
GO:0008705	1	1	methionine synthase activity	0.848467650397	0.861879549967	30220
GO:0016891	1	1	endoribonuclease activity, producing 5'-phosphomonoesters	0.848467650397	0.861879549967	30220
GO:1903382	1	1	negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	0.848467650397	0.861879549967	30220
GO:2001070	1	1	starch binding	0.848467650397	0.861879549967	30220
GO:1901340	1	1	negative regulation of store-operated calcium channel activity	0.848467650397	0.861879549967	30220
GO:0008049	1	1	male courtship behavior	0.848467650397	0.861879549967	30220
GO:0048203	2	2	vesicle targeting, trans-Golgi to endosome	0.844026548673	0.863880844022	24170
GO:0002506	2	2	polysaccharide assembly with MHC class II protein complex	0.844026548673	0.863880844022	24170
GO:1902766	2	2	skeletal muscle satellite cell migration	0.844026548673	0.863880844022	24170
GO:0034751	2	2	aryl hydrocarbon receptor complex	0.844026548673	0.863880844022	24170
GO:0070560	2	2	protein secretion by platelet	0.844026548673	0.863880844022	24170
GO:0019912	2	2	cyclin-dependent protein kinase activating kinase activity	0.844026548673	0.863880844022	24170
GO:0014854	2	2	response to inactivity	0.844026548673	0.863880844022	24170
GO:1903660	2	2	negative regulation of complement-dependent cytotoxicity	0.844026548673	0.863880844022	24170
GO:0019100	2	2	male germ-line sex determination	0.844026548673	0.863880844022	24170
GO:0019050	2	2	suppression by virus of host apoptotic process	0.844026548673	0.863880844022	24170
GO:0097107	2	2	postsynaptic density assembly	0.844026548673	0.863880844022	24170
GO:0098562	2	2	cytoplasmic side of membrane	0.844026548673	0.863880844022	24170
GO:1990498	2	2	mitotic spindle microtubule	0.844026548673	0.863880844022	24170
GO:0036228	2	2	protein localization to nuclear inner membrane	0.844026548673	0.863880844022	24170
GO:0000710	2	2	meiotic mismatch repair	0.844026548673	0.863880844022	24170
GO:0015350	2	2	methotrexate transmembrane transporter activity	0.844026548673	0.863880844022	24170
GO:0051083	2	2	'de novo' cotranslational protein folding	0.844026548673	0.863880844022	24170
GO:0009890	2	2	negative regulation of biosynthetic process	0.844026548673	0.863880844022	24170
GO:0038062	2	2	protein tyrosine kinase collagen receptor activity	0.844026548673	0.863880844022	24170
GO:1990462	2	2	omegasome	0.844026548673	0.863880844022	24170
GO:0045844	2	2	positive regulation of striated muscle tissue development	0.844026548673	0.863880844022	24170
GO:0098907	2	2	regulation of SA node cell action potential	0.844026548673	0.863880844022	24170
GO:0050821	147	128	protein stabilization	0.751396648045	0.865533980583	2060
GO:0014059	9	8	regulation of dopamine secretion	0.728504672897	0.865942903096	24870
GO:0048539	7	8	bone marrow development	0.861591072714	0.865942903096	24870
GO:0075522	10	8	IRES-dependent viral translational initiation	0.652464065708	0.865942903096	24870
GO:0045779	11	8	negative regulation of bone resorption	0.629383886256	0.865942903096	24870
GO:1903799	7	8	negative regulation of production of miRNAs involved in gene silencing by miRNA	0.861591072714	0.865942903096	24870
GO:0048711	11	8	positive regulation of astrocyte differentiation	0.629383886256	0.865942903096	24870
GO:0010564	7	8	regulation of cell cycle process	0.861591072714	0.865942903096	24870
GO:0045899	11	8	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	0.629383886256	0.865942903096	24870
GO:0031087	6	8	deadenylation-independent decapping of nuclear-transcribed mRNA	0.878624689312	0.865942903096	24870
GO:0001759	9	8	organ induction	0.728504672897	0.865942903096	24870
GO:0043586	10	8	tongue development	0.652464065708	0.865942903096	24870
GO:0015179	11	8	L-amino acid transmembrane transporter activity	0.629383886256	0.865942903096	24870
GO:0031301	9	8	integral component of organelle membrane	0.728504672897	0.865942903096	24870
GO:0043522	11	8	leucine zipper domain binding	0.629383886256	0.865942903096	24870
GO:0043023	8	8	ribosomal large subunit binding	0.78599840891	0.865942903096	24870
GO:0001768	6	8	establishment of T cell polarity	0.878624689312	0.865942903096	24870
GO:0045576	6	8	mast cell activation	0.878624689312	0.865942903096	24870
GO:0036310	8	8	annealing helicase activity	0.78599840891	0.865942903096	24870
GO:0043304	9	8	regulation of mast cell degranulation	0.728504672897	0.865942903096	24870
GO:0000733	9	8	DNA strand renaturation	0.728504672897	0.865942903096	24870
GO:0045762	6	8	positive regulation of adenylate cyclase activity	0.878624689312	0.865942903096	24870
GO:0000228	26	32	nuclear chromosome	0.8578892372	0.866861143524	8570
GO:1902017	38	32	regulation of cilium assembly	0.597959183673	0.866861143524	8570
GO:2001244	28	32	positive regulation of intrinsic apoptotic signaling pathway	0.831023454158	0.866861143524	8570
GO:0008157	19	16	protein phosphatase 1 binding	0.62693877551	0.867159971811	14190
GO:0005640	20	16	nuclear outer membrane	0.559948979592	0.867159971811	14190
GO:0051443	21	16	positive regulation of ubiquitin-protein transferase activity	0.543938161107	0.867159971811	14190
GO:0061158	12	16	3'-UTR-mediated mRNA destabilization	0.894722222222	0.867159971811	14190
GO:2000146	12	16	negative regulation of cell motility	0.894722222222	0.867159971811	14190
GO:0030330	15	16	DNA damage response, signal transduction by p53 class mediator	0.793177627535	0.867159971811	14190
GO:0009416	17	16	response to light stimulus	0.685085007728	0.867159971811	14190
GO:0031593	20	16	polyubiquitin modification-dependent protein binding	0.559948979592	0.867159971811	14190
GO:0031369	20	16	translation initiation factor binding	0.559948979592	0.867159971811	14190
GO:0006301	12	16	postreplication repair	0.894722222222	0.867159971811	14190
GO:0051893	18	16	regulation of focal adhesion assembly	0.670228445099	0.867159971811	14190
GO:0019079	13	16	viral genome replication	0.85	0.867159971811	14190
GO:0006275	16	16	regulation of DNA replication	0.744897959184	0.867159971811	14190
GO:0008191	15	16	metalloendopeptidase inhibitor activity	0.793177627535	0.867159971811	14190
GO:0009887	74	64	animal organ morphogenesis	0.656934306569	0.867320261438	4590
GO:0034976	69	64	response to endoplasmic reticulum stress	0.721348314607	0.867320261438	4590
GO:0043130	65	64	ubiquitin binding	0.773706896552	0.867320261438	4590
GO:0007169	87	64	transmembrane receptor protein tyrosine kinase signaling pathway	0.472809667674	0.867320261438	4590
GO:0006879	59	64	cellular iron ion homeostasis	0.8388671875	0.867320261438	4590
GO:0003712	53	64	transcription cofactor activity	0.893829401089	0.867320261438	4590
GO:0022900	66	64	electron transport chain	0.757174392936	0.867320261438	4590
GO:0071260	76	64	cellular response to mechanical stimulus	0.62684729064	0.867320261438	4590
GO:0006661	76	64	phosphatidylinositol biosynthetic process	0.62684729064	0.867320261438	4590
GO:0048306	56	64	calcium-dependent protein binding	0.863888888889	0.867320261438	4590
GO:0009791	69	64	post-embryonic development	0.721348314607	0.867320261438	4590
GO:1903997	1	1	positive regulation of non-membrane spanning protein tyrosine kinase activity	0.8520620507	0.868299139643	30220
GO:0042108	1	1	positive regulation of cytokine biosynthetic process	0.852534998108	0.868299139643	30220
GO:0045113	1	1	regulation of integrin biosynthetic process	0.852818766553	0.868365320979	30220
GO:0050792	5	4	regulation of viral process	0.729785217941	0.868762561011	34830
GO:0050733	5	4	RS domain binding	0.729785217941	0.868762561011	34830
GO:0090027	4	4	negative regulation of monocyte chemotaxis	0.829801871216	0.868762561011	34830
GO:0016469	5	4	proton-transporting two-sector ATPase complex	0.729785217941	0.868762561011	34830
GO:0070940	5	4	dephosphorylation of RNA polymerase II C-terminal domain	0.729785217941	0.868762561011	34830
GO:0034111	3	4	negative regulation of homotypic cell-cell adhesion	0.851245551601	0.868762561011	34830
GO:1990182	4	4	exosomal secretion	0.829801871216	0.868762561011	34830
GO:0042747	3	4	circadian sleep/wake cycle, REM sleep	0.851245551601	0.868762561011	34830
GO:0004111	5	4	creatine kinase activity	0.729785217941	0.868762561011	34830
GO:0060215	3	4	primitive hemopoiesis	0.851245551601	0.868762561011	34830
GO:0033522	5	4	histone H2A ubiquitination	0.729785217941	0.868762561011	34830
GO:0071942	3	4	XPC complex	0.851245551601	0.868762561011	34830
GO:1902992	3	4	negative regulation of amyloid precursor protein catabolic process	0.851245551601	0.868762561011	34830
GO:0060052	4	4	neurofilament cytoskeleton organization	0.829801871216	0.868762561011	34830
GO:0048752	5	4	semicircular canal morphogenesis	0.729785217941	0.868762561011	34830
GO:0097350	5	4	neutrophil clearance	0.729785217941	0.868762561011	34830
GO:0006620	5	4	posttranslational protein targeting to endoplasmic reticulum membrane	0.729785217941	0.868762561011	34830
GO:0051653	5	4	spindle localization	0.729785217941	0.868762561011	34830
GO:0000033	3	4	alpha-1,3-mannosyltransferase activity	0.851245551601	0.868762561011	34830
GO:1990763	5	4	arrestin family protein binding	0.729785217941	0.868762561011	34830
GO:0051870	3	4	methotrexate binding	0.851245551601	0.868762561011	34830
GO:0045159	4	4	myosin II binding	0.829801871216	0.868762561011	34830
GO:0018158	3	4	protein oxidation	0.851245551601	0.868762561011	34830
GO:0038124	4	4	toll-like receptor TLR6:TLR2 signaling pathway	0.829801871216	0.868762561011	34830
GO:0051567	4	4	histone H3-K9 methylation	0.829801871216	0.868762561011	34830
GO:0052925	1	1	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	0.856413166856	0.868861681006	30220
GO:0008709	1	1	cholate 7-alpha-dehydrogenase activity	0.856413166856	0.868861681006	30220
GO:0005316	1	1	high-affinity inorganic phosphate:sodium symporter activity	0.856413166856	0.868861681006	30220
GO:1903579	1	1	negative regulation of ATP metabolic process	0.856413166856	0.868861681006	30220
GO:0033320	1	1	UDP-D-xylose biosynthetic process	0.856413166856	0.868861681006	30220
GO:1905437	1	1	positive regulation of histone H3-K4 trimethylation	0.856413166856	0.868861681006	30220
GO:0017198	1	1	N-terminal peptidyl-serine acetylation	0.856413166856	0.868861681006	30220
GO:0097036	1	1	regulation of plasma membrane sterol distribution	0.856413166856	0.868861681006	30220
GO:0033681	1	1	ATP-dependent 3'-5' DNA/RNA helicase activity	0.856413166856	0.868861681006	30220
GO:0043461	1	1	proton-transporting ATP synthase complex assembly	0.856413166856	0.868861681006	30220
GO:0002154	1	1	thyroid hormone mediated signaling pathway	0.856413166856	0.868861681006	30220
GO:0014810	1	1	positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	0.856413166856	0.868861681006	30220
GO:0005715	1	1	late recombination nodule	0.856413166856	0.868861681006	30220
GO:0097726	1	1	LEM domain binding	0.856413166856	0.868861681006	30220
GO:0009191	1	1	ribonucleoside diphosphate catabolic process	0.856413166856	0.868861681006	30220
GO:0051722	1	1	protein C-terminal methylesterase activity	0.856413166856	0.868861681006	30220
GO:0001179	1	1	RNA polymerase I transcription factor binding	0.856413166856	0.868861681006	30220
GO:0070267	1	1	oncosis	0.856413166856	0.868861681006	30220
GO:1904353	1	1	regulation of telomere capping	0.856413166856	0.868861681006	30220
GO:0004349	1	1	glutamate 5-kinase activity	0.856413166856	0.868861681006	30220
GO:0034684	2	2	integrin alphav-beta5 complex	0.850663716814	0.870583367811	24170
GO:0002643	2	2	regulation of tolerance induction	0.850663716814	0.870583367811	24170
GO:0046452	2	2	dihydrofolate metabolic process	0.850663716814	0.870583367811	24170
GO:0060265	2	2	positive regulation of respiratory burst involved in inflammatory response	0.850663716814	0.870583367811	24170
GO:0070877	2	2	microprocessor complex	0.850663716814	0.870583367811	24170
GO:0002353	2	2	plasma kallikrein-kinin cascade	0.850663716814	0.870583367811	24170
GO:0002685	2	2	regulation of leukocyte migration	0.850663716814	0.870583367811	24170
GO:1905818	2	2	regulation of chromosome separation	0.850663716814	0.870583367811	24170
GO:0039535	2	2	regulation of RIG-I signaling pathway	0.850663716814	0.870583367811	24170
GO:0002060	2	2	purine nucleobase binding	0.850663716814	0.870583367811	24170
GO:1904956	2	2	regulation of midbrain dopaminergic neuron differentiation	0.850663716814	0.870583367811	24170
GO:0046469	2	2	platelet activating factor metabolic process	0.850663716814	0.870583367811	24170
GO:0051726	97	128	regulation of cell cycle	0.989619377163	0.870873786408	2060
GO:0051015	160	128	actin filament binding	0.691823899371	0.870873786408	2060
GO:0045454	66	64	cell redox homeostasis	0.774834437086	0.871895424837	4590
GO:0019003	58	64	GDP binding	0.851960784314	0.871895424837	4590
GO:0035690	56	64	cellular response to drug	0.876851851852	0.871895424837	4590
GO:0070126	86	64	mitochondrial translational termination	0.502949852507	0.871895424837	4590
GO:0006977	59	64	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.8525390625	0.871895424837	4590
GO:0098706	6	8	ferric iron import across plasma membrane	0.883595691798	0.872537193406	24870
GO:0033674	10	8	positive regulation of kinase activity	0.663757700205	0.872537193406	24870
GO:0048739	8	8	cardiac muscle fiber development	0.793357199682	0.872537193406	24870
GO:0030819	11	8	positive regulation of cAMP biosynthetic process	0.641469194313	0.872537193406	24870
GO:0001959	6	8	regulation of cytokine-mediated signaling pathway	0.883595691798	0.872537193406	24870
GO:0000930	10	8	gamma-tubulin complex	0.663757700205	0.872537193406	24870
GO:0046325	8	8	negative regulation of glucose import	0.793357199682	0.872537193406	24870
GO:0046598	9	8	positive regulation of viral entry into host cell	0.73738317757	0.872537193406	24870
GO:1903071	7	8	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	0.866990640749	0.872537193406	24870
GO:0033622	8	8	integrin activation	0.793357199682	0.872537193406	24870
GO:0034715	6	8	pICln-Sm protein complex	0.883595691798	0.872537193406	24870
GO:0010763	11	8	positive regulation of fibroblast migration	0.641469194313	0.872537193406	24870
GO:0019885	6	8	antigen processing and presentation of endogenous peptide antigen via MHC class I	0.883595691798	0.872537193406	24870
GO:2000553	6	8	positive regulation of T-helper 2 cell cytokine production	0.883595691798	0.872537193406	24870
GO:0031088	6	8	platelet dense granule membrane	0.883595691798	0.872537193406	24870
GO:0032045	11	8	guanyl-nucleotide exchange factor complex	0.641469194313	0.872537193406	24870
GO:0045787	33	32	positive regulation of cell cycle	0.722496909765	0.873512252042	8570
GO:0023014	44	32	signal transduction by protein phosphorylation	0.433706070288	0.873512252042	8570
GO:0071007	28	32	U2-type catalytic step 2 spliceosome	0.836886993603	0.873512252042	8570
GO:0097194	36	32	execution phase of apoptosis	0.654054054054	0.873512252042	8570
GO:0035666	29	32	TRIF-dependent toll-like receptor signaling pathway	0.807817589577	0.873512252042	8570
GO:0046677	30	32	response to antibiotic	0.789655172414	0.873512252042	8570
GO:0016235	40	32	aggresome	0.538235294118	0.873512252042	8570
GO:0030665	41	32	clathrin-coated vesicle membrane	0.533141210375	0.873512252042	8570
GO:0070372	27	32	regulation of ERK1 and ERK2 cascade	0.84262295082	0.873512252042	8570
GO:0045597	32	32	positive regulation of cell differentiation	0.747374562427	0.873512252042	8570
GO:0005521	15	16	lamin binding	0.80147510756	0.874066243834	14190
GO:0048260	18	16	positive regulation of receptor-mediated endocytosis	0.681282240236	0.874066243834	14190
GO:0006458	17	16	'de novo' protein folding	0.695904173107	0.874066243834	14190
GO:0043922	12	16	negative regulation by host of viral transcription	0.900277777778	0.874066243834	14190
GO:0045664	19	16	regulation of neuron differentiation	0.638367346939	0.874066243834	14190
GO:0048026	16	16	positive regulation of mRNA splicing, via spliceosome	0.755102040816	0.874066243834	14190
GO:0061053	15	16	somite development	0.80147510756	0.874066243834	14190
GO:0005697	21	16	telomerase holoenzyme complex	0.556143205858	0.874066243834	14190
GO:0000132	20	16	establishment of mitotic spindle orientation	0.572704081633	0.874066243834	14190
GO:0035259	13	16	glucocorticoid receptor binding	0.85628742515	0.874066243834	14190
GO:0007154	22	16	cell communication	0.496935201401	0.874066243834	14190
GO:0005686	18	16	U2 snRNP	0.681282240236	0.874066243834	14190
GO:0000974	13	16	Prp19 complex	0.85628742515	0.874066243834	14190
GO:0031214	22	16	biomineral tissue development	0.496935201401	0.874066243834	14190
GO:0060292	15	16	long term synaptic depression	0.80147510756	0.874066243834	14190
GO:0035459	5	4	cargo loading into vesicle	0.740998104864	0.875509618145	34830
GO:0032392	3	4	DNA geometric change	0.856583629893	0.875509618145	34830
GO:0051154	3	4	negative regulation of striated muscle cell differentiation	0.856583629893	0.875509618145	34830
GO:0006868	5	4	glutamine transport	0.740998104864	0.875509618145	34830
GO:0019212	5	4	phosphatase inhibitor activity	0.740998104864	0.875509618145	34830
GO:0098639	5	4	collagen binding involved in cell-matrix adhesion	0.740998104864	0.875509618145	34830
GO:0002862	4	4	negative regulation of inflammatory response to antigenic stimulus	0.837094111172	0.875509618145	34830
GO:0006278	5	4	RNA-dependent DNA biosynthetic process	0.740998104864	0.875509618145	34830
GO:0051661	5	4	maintenance of centrosome location	0.740998104864	0.875509618145	34830
GO:0007262	4	4	STAT protein import into nucleus	0.837094111172	0.875509618145	34830
GO:0006089	5	4	lactate metabolic process	0.740998104864	0.875509618145	34830
GO:0075525	5	4	viral translational termination-reinitiation	0.740998104864	0.875509618145	34830
GO:0002922	4	4	positive regulation of humoral immune response	0.837094111172	0.875509618145	34830
GO:1904354	5	4	negative regulation of telomere capping	0.740998104864	0.875509618145	34830
GO:0021587	4	4	cerebellum morphogenesis	0.837094111172	0.875509618145	34830
GO:0098904	3	4	regulation of AV node cell action potential	0.856583629893	0.875509618145	34830
GO:1901201	3	4	regulation of extracellular matrix assembly	0.856583629893	0.875509618145	34830
GO:2001027	3	4	negative regulation of endothelial cell chemotaxis	0.856583629893	0.875509618145	34830
GO:0030321	5	4	transepithelial chloride transport	0.740998104864	0.875509618145	34830
GO:0035799	4	4	ureter maturation	0.837094111172	0.875509618145	34830
GO:0061821	4	4	telomeric D-loop binding	0.837094111172	0.875509618145	34830
GO:0035373	3	4	chondroitin sulfate proteoglycan binding	0.856583629893	0.875509618145	34830
GO:0010835	4	4	regulation of protein ADP-ribosylation	0.837094111172	0.875509618145	34830
GO:0036033	4	4	mediator complex binding	0.837094111172	0.875509618145	34830
GO:1901888	4	4	regulation of cell junction assembly	0.837094111172	0.875509618145	34830
GO:0010715	5	4	regulation of extracellular matrix disassembly	0.740998104864	0.875509618145	34830
GO:0034040	1	1	lipid-transporting ATPase activity	0.860007567159	0.876340172071	30220
GO:0031058	1	1	positive regulation of histone modification	0.862277714718	0.876406353408	30220
GO:0001971	1	1	negative regulation of activation of membrane attack complex	0.862277714718	0.876406353408	30220
GO:0061444	1	1	endocardial cushion cell development	0.862277714718	0.876406353408	30220
GO:0035251	1	1	UDP-glucosyltransferase activity	0.862277714718	0.876406353408	30220
GO:1990456	1	1	mitochondrion-endoplasmic reticulum membrane tethering	0.862277714718	0.876406353408	30220
GO:0008079	1	1	translation termination factor activity	0.862277714718	0.876406353408	30220
GO:0035105	1	1	sterol regulatory element binding protein import into nucleus	0.862277714718	0.876406353408	30220
GO:0030379	1	1	neurotensin receptor activity, non-G-protein coupled	0.862277714718	0.876406353408	30220
GO:0097017	1	1	renal protein absorption	0.862277714718	0.876406353408	30220
GO:0060359	1	1	response to ammonium ion	0.862277714718	0.876406353408	30220
GO:0010722	1	1	regulation of ferrochelatase activity	0.862277714718	0.876406353408	30220
GO:0002094	1	1	polyprenyltransferase activity	0.862277714718	0.876406353408	30220
GO:1902659	1	1	regulation of glucose mediated signaling pathway	0.862277714718	0.876406353408	30220
GO:0004822	2	2	isoleucine-tRNA ligase activity	0.856194690265	0.876417045925	24170
GO:0006051	2	2	N-acetylmannosamine metabolic process	0.856194690265	0.876417045925	24170
