Synonym	Primary symbols	Ambiguity
TRPV4_HUMAN	TRPV4	0
TRPV5_HUMAN	TRPV5	0
TRPV6_HUMAN	TRPV6	0
TRRAP_HUMAN	TRRAP	0
TRRP4AP	TRPC4AP	0
TRSPAP1	TRNAU1AP	0
TRT	TERT	0
TRUA_HUMAN	PUS1	0
TRUB1_HUMAN	TRUB1	0
TRUB2_HUMAN	TRUB2	0
TRUNDD	TNFRSF10D	0
TRX	TXN|VAC14	1
TRX1	KMT2A|TXN	1
TRX2	KMT2B|TXN2	1
TRX5	NSD2	0
TRX6	TXNDC8	0
TRXR1_HUMAN	TXNRD1	0
TRXR2	TXNRD2	0
TRXR2_HUMAN	TXNRD2	0
TRXR3	TXNRD3	0
TRXR3_HUMAN	TXNRD3	0
TRY1	PRSS1|PRSS58	1
TRY1_HUMAN	PRSS1	0
TRY2	PRSS2	0
TRY2_HUMAN	PRSS2	0
TRY3	PRSS3	0
TRY3_HUMAN	PRSS3	0
TRY4	PRSS3	0
TRY6	PRSS3P2	0
TRY6_HUMAN	PRSS3P2	0
TRYB1_HUMAN	TPSAB1	0
TRYB2_HUMAN	TPSB2	0
TRYD_HUMAN	TPSD1	0
TRYG1_HUMAN	TPSG1	0
TRYP1	PRSS1	0
TRYP2	GZMK|PRSS2	1
TRYX2	PRSS37	0
TRYX3	PRSS58	0
TS	TYMS	0
TS101_HUMAN	TSG101	0
TS11	ASNS	0
TS1R1_HUMAN	TAS1R1	0
TS1R2_HUMAN	TAS1R2	0
TS1R3_HUMAN	TAS1R3	0
TSA1	LY6E	0
TSA2	RSPH1	0
TSA305	SEL1L	0
TSACC_HUMAN	TSACC	0
TSAD	SH2D2A	0
TSAL1	ANKMY1	0
TSAP1_HUMAN	TRNAU1AP	0
TSAP6	STEAP3	0
TSARG1	SPATA3	0
TSARG2	SPATA4	0
TSARG3	DNAJB13	0
TSARG4	SUN5	0
TSARG6	DNAJB13	0
TSBF1	TRIM59	0
TSC	SLC12A3|TSC1	1
TSC1_HUMAN	TSC1	0
TSC21	TEX37	0
TSC22	TSC22D1	0
TSC2_HUMAN	TSC2	0
TSC4	TSC2	0
TSC403	LAMP3	0
TSC501	NAT8	0
TSCOT	SLC46A2	0
TSCOT_HUMAN	SLC46A2	0
TSE1	PRKAR1A	0
TSEAR_HUMAN	TSPEAR	0
TSF1	STK16	0
TSFP1	SP1	0
TSG	TWSG1	0
TSG10_HUMAN	TSGA10	0
TSG118	KNOP1	0
TSG13_HUMAN	TSGA13	0
TSG14	PTX3	0
TSG23	SPATA25	0
TSG24	ANAPC1	0
TSG6	TNFAIP6	0
TSG6_HUMAN	TNFAIP6	0
TSGA	KDM3A	0
TSGA14	CEP41	0
TSGA2	RSPH1	0
TSGP	FAM83A	0
TSH1	TSHZ1	0
TSH1_HUMAN	TSHZ1	0
TSH2	TSHZ2	0
TSH2B	HIST1H2BA	0
TSH2_HUMAN	TSHZ2	0
TSH3	TSHZ3	0
TSH3_HUMAN	TSHZ3	0
TSHB_HUMAN	TSHB	0
TSHR_HUMAN	TSHR	0
TSK	TSKU	0
TSKS1	TSKS	0
TSKS_HUMAN	TSKS	0
TSK_HUMAN	TSKU	0
TSLC1	CADM1	0
TSLL1	CADM3	0
TSLL2	CADM4	0
TSLPR	CRLF2	0
TSLP_HUMAN	TSLP	0
TSLRP	LRRC6	0
TSN10_HUMAN	TSPAN10	0
TSN11_HUMAN	TSPAN11	0
TSN12_HUMAN	TSPAN12	0
TSN13_HUMAN	TSPAN13	0
TSN14_HUMAN	TSPAN14	0
TSN15_HUMAN	TSPAN15	0
TSN16_HUMAN	TSPAN16	0
TSN17_HUMAN	TSPAN17	0
TSN18_HUMAN	TSPAN18	0
TSN19_HUMAN	TSPAN19	0
TSN1_HUMAN	TSPAN1	0
TSN2_HUMAN	TSPAN2	0
TSN31_HUMAN	TSPAN31	0
TSN32_HUMAN	TSPAN32	0
TSN33_HUMAN	TSPAN33	0
TSN3_HUMAN	TSPAN3	0
TSN4_HUMAN	TSPAN4	0
TSN5_HUMAN	TSPAN5	0
TSN6_HUMAN	TSPAN6	0
TSN7_HUMAN	TSPAN7	0
TSN8_HUMAN	TSPAN8	0
TSN9_HUMAN	TSPAN9	0
TSNA1_HUMAN	TSNARE1	0
TSNAX_HUMAN	TSNAX	0
TSN_HUMAN	TSN	0
TSP	THBS1	0
TSP1	PRSS55|SPZ1|THBS1	2
TSP1_HUMAN	THBS1	0
TSP2	THBS2	0
TSP2_HUMAN	THBS2	0
TSP3	THBS3	0
TSP3_HUMAN	THBS3	0
TSP4	THBS4	0
TSP4_HUMAN	THBS4	0
TSP50	PRSS50	0
TSP50_HUMAN	PRSS50	0
TSP57	CEP57	0
TSPAN20	UPK1B	0
TSPAN21	UPK1A	0
TSPAN22	PRPH2	0
TSPAN23	ROM1	0
TSPAN24	CD151	0
TSPAN25	CD53	0
TSPAN26	CD37	0
TSPAN27	CD82	0
TSPAN28	CD81	0
TSPAN29	CD9	0
TSPAN30	CD63	0
TSPO2_HUMAN	TSPO2	0
TSPO_HUMAN	TSPO	0
TSPX	TSPYL2	0
TSPY	TSPY1	0
TSPY1_HUMAN	TSPY1	0
TSPY2_HUMAN	TSPY2	0
TSPY3_HUMAN	TSPY3	0
TSPY4_HUMAN	TSPY4	0
TSPY8_HUMAN	TSPY8	0
TSPYA_HUMAN	TSPY10	0
TSPYL	TSPYL1	0
TSPYL3	TSPY26P	0
TSPYQ1	TSPY2	0
TSR1_HUMAN	TSR1	0
TSR2_HUMAN	TSR2	0
TSR3_HUMAN	TSR3	0
TSRC1	ADAMTSL4	0
TSSC3	PHLDA2	0
TSSC4_HUMAN	TSSC4	0
TSSC5	SLC22A18	0
TSSC6	TSPAN32	0
TSSK1	TSSK1B	0
TSSK1_HUMAN	TSSK1B	0
TSSK2_HUMAN	TSSK2	0
TSSK3_HUMAN	TSSK3	0
TSSK4_HUMAN	TSSK4	0
TSSK5	TSSK4	0
TSSK6_HUMAN	TSSK6	0
TSSP	PRSS16	0
TSSP_HUMAN	PRSS16	0
TST1	CCDC6	0
TST2	MPST	0
TSTD1_HUMAN	TSTD1	0
TSTD2_HUMAN	TSTD2	0
TSULF	ARSK	0
TSY26_HUMAN	TSPY26P	0
TSYL1_HUMAN	TSPYL1	0
TSYL2_HUMAN	TSPYL2	0
TSYL4_HUMAN	TSPYL4	0
TSYL5_HUMAN	TSPYL5	0
TSYL6_HUMAN	TSPYL6	0
TT21A_HUMAN	TTC21A	0
TT21B_HUMAN	TTC21B	0
TT23L_HUMAN	TTC23L	0
TT30A_HUMAN	TTC30A	0
TT30B_HUMAN	TTC30B	0
TT39A_HUMAN	TTC39A	0
TTBK1_HUMAN	TTBK1	0
TTBK2_HUMAN	TTBK2	0
TTC10	IFT88	0
TTC11	FIS1	0
TTC12_HUMAN	TTC12	0
TTC14_HUMAN	TTC14	0
TTC15	TRAPPC12	0
TTC17_HUMAN	TTC17	0
TTC18	CFAP70	0
TTC19_HUMAN	TTC19	0
TTC1_HUMAN	TTC1	0
TTC2	DNAJC7	0
TTC23_HUMAN	TTC23	0
TTC25_HUMAN	TTC25	0
TTC27_HUMAN	TTC27	0
TTC28_HUMAN	TTC28	0
TTC32_HUMAN	TTC32	0
TTC33_HUMAN	TTC33	0
TTC35	EMC2	0
TTC37_HUMAN	TTC37	0
TTC38_HUMAN	TTC38	0
TTC3_HUMAN	TTC3	0
TTC40	CFAP46	0
TTC41_HUMAN	TTC41P	0
TTC5_HUMAN	TTC5	0
TTC7	TTC7A	0
TTC7A_HUMAN	TTC7A	0
TTC7B_HUMAN	TTC7B	0
TTC7L1	TTC7B	0
TTC8_HUMAN	TTC8	0
TTC9A	TTC9	0
TTC9A_HUMAN	TTC9	0
TTC9B_HUMAN	TTC9B	0
TTC9C_HUMAN	TTC9C	0
TTDA	GTF2H5	0
TTDN1	MPLKIP	0
TTF	RHOH	0
TTF1_HUMAN	TTF1	0
TTF2_HUMAN	TTF2	0
TTG1	LMO1|ODR4	1
TTG1A	ODR4	0
TTG2	LMO2	0
TTHY_HUMAN	TTR	0
TTI1_HUMAN	TTI1	0
TTI2_HUMAN	TTI2	0
TTID	MYOT	0
TTK_HUMAN	TTK	0
TTL.6	TTLL6	0
TTL10_HUMAN	TTLL10	0
TTL11_HUMAN	TTLL11	0
TTL12_HUMAN	TTLL12	0
TTL13_HUMAN	TTLL13P	0
TTLL13	TTLL13P	0
TTLL1_HUMAN	TTLL1	0
TTLL2_HUMAN	TTLL2	0
TTLL3_HUMAN	TTLL3	0
TTLL4_HUMAN	TTLL4	0
TTLL5_HUMAN	TTLL5	0
TTLL6_HUMAN	TTLL6	0
TTLL7_HUMAN	TTLL7	0
TTLL8_HUMAN	TTLL8	0
TTLL9_HUMAN	TTLL9	0
TTL_HUMAN	TTL	0
TTMA	TMEM200C	0
TTMB	TMEM200B	0
TTMP_HUMAN	TTMP	0
TTP	SH3BP4|ZFP36	1
TTPAL_HUMAN	TTPAL	0
TTPA_HUMAN	TTPA	0
TTP_HUMAN	ZFP36	0
TTRAP	TDP2	0
TTY13	TTTY13	0
TTY13_HUMAN	TTTY13	0
TTYH1_HUMAN	TTYH1	0
TTYH2_HUMAN	TTYH2	0
TTYH3_HUMAN	TTYH3	0
TU12B1-TY	NT5DC3	0
TU3A	FAM107A	0
TUBA1	TUBA4A	0
TUBA2	TUBA3C	0
TUBA3	TUBA1A	0
TUBA3D	TUBA3C	0
TUBA4	TUBA4B	0
TUBA6	TUBA1C	0
TUBAL2	TUBA8	0
TUBB2	TUBB2A	0
TUBB2C	TUBB4B	0
TUBB4	TUBB3|TUBB4A	1
TUBB5	TUBB|TUBB4A	1
TUBD	TUBD1	0
TUBE	TUBE1	0
TUBG	TUBG1	0
TUBL1	TULP1	0
TUBL2	TULP2	0
TUBL3	TULP3	0
TUBL4	TULP4	0
TUB_HUMAN	TUB	0
TUCAP1	TM9SF4	0
TUDOR3	TDRD5	0
TUFT1_HUMAN	TUFT1	0
TUG	ASPSCR1	0
TULIP1	RALGAPA1	0
TULP1_HUMAN	TULP1	0
TULP2_HUMAN	TULP2	0
TULP3_HUMAN	TULP3	0
TULP4_HUMAN	TULP4	0
TUPLE1	HIRA	0
TUSC2_HUMAN	TUSC2	0
TUSC3_HUMAN	TUSC3	0
TUSC4	NPRL2	0
TUSC5_HUMAN	TUSC5	0
TUSP	TULP4	0
TUT4	ZCCHC11	0
TUT4_HUMAN	ZCCHC11	0
TUT7	ZCCHC6	0
TUT7_HUMAN	ZCCHC6	0
TUTLA_HUMAN	IGSF9	0
TUTLB_HUMAN	IGSF9B	0
TUTR1	PTTG1	0
TV23A_HUMAN	TVP23A	0
TV23B_HUMAN	TVP23B	0
TV23C_HUMAN	TVP23C	0
TVA11_HUMAN	TRAV1-1	0
TVA1_HUMAN	P04436	0
TVA2_HUMAN	TCRA	0
TVA3_HUMAN	P01737	0
TVB1_HUMAN	TRBV12-3	0
TVB2_HUMAN	TCRB	0
TWF1_HUMAN	TWF1	0
TWF2_HUMAN	TWF2	0
TWIK1	KCNK1	0
TWIK2	KCNK6	0
TWIST	TWIST1	0
TWSG1_HUMAN	TWSG1	0
TWST1_HUMAN	TWIST1	0
TWST2_HUMAN	TWIST2	0
TX101_HUMAN	TEX101	0
TX13A_HUMAN	TEX13A	0
TX13C_HUMAN	TEX13C	0
TX1B3_HUMAN	TAX1BP3	0
TX261_HUMAN	TEX261	0
TX264_HUMAN	TEX264	0
TXBP181	MAD1L1	0
TXD11_HUMAN	TXNDC11	0
TXD12_HUMAN	TXNDC12	0
TXD15_HUMAN	TXNDC15	0
TXD16_HUMAN	TXNDC16	0
TXD17_HUMAN	TXNDC17	0
TXDI1	DIO1	0
TXDI2	DIO2	0
TXDI3	DIO3	0
TXGP1	TNFSF4	0
TXGP1L	TNFRSF4	0
TXI1	TSNAXIP1	0
TXIP1_HUMAN	TSNAXIP1	0
TXK_HUMAN	TXK	0
TXL	TXNL1	0
TXL2	NME9	0
TXLN	TXLNA	0
TXLNA_HUMAN	TXLNA	0
TXLNB_HUMAN	TXLNB	0
TXLNG2P	TXLNGY	0
TXLNG_HUMAN	TXLNG	0
TXN4A_HUMAN	TXNL4A	0
TXN4B_HUMAN	TXNL4B	0
TXND2_HUMAN	TXNDC2	0
TXND3_HUMAN	NME8	0
TXND5_HUMAN	TXNDC5	0
TXND6_HUMAN	NME9	0
TXND8_HUMAN	TXNDC8	0
TXND9_HUMAN	TXNDC9	0
TXNDC	TMX1	0
TXNDC1	TMX1	0
TXNDC10	TMX3	0
TXNDC13	TMX4	0
TXNDC14	TMX2	0
TXNDC3	NME8	0
TXNDC4	ERP44	0
TXNDC6	NME9	0
TXNDC7	PDIA6	0
TXNG2_HUMAN	TXLNGY	0
TXNIP_HUMAN	TXNIP	0
TXNL	TXNL1	0
TXNL1_HUMAN	TXNL1	0
TXNL2	GLRX3	0
TXNL4	TXNL4A	0
TXNL5	TXNDC17	0
TXNL6	NXNL1	0
TXR1	PRR13	0
TXREB	ATF4	0
TXREB1	RPL6	0
TXTP_HUMAN	SLC25A1	0
TY3H_HUMAN	TH	0
TYB10_HUMAN	TMSB10	0
TYB4Y_HUMAN	TMSB4Y	0
TYB4_HUMAN	TMSB4X	0
TYDP1_HUMAN	TDP1	0
TYDP2_HUMAN	TDP2	0
TYH	TH	0
TYK1	LTK	0
TYK2_HUMAN	TYK2	0
TYK3	FER	0
TYKLM3	LMTK3	0
TYL	PSD	0
TYMK	DTYMK	0
TYMOS_HUMAN	TYMSOS	0
TYMSAS	ENOSF1	0
TYMSTR	CXCR6	0
TYOBP_HUMAN	TYROBP	0
TYPH_HUMAN	TYMP	0
TYRO1	EPHA4	0
TYRO10	DDR2	0
TYRO11	EPHB4	0
TYRO3_HUMAN	TYRO3	0
TYRO4	EPHA3|EPHA5	1
TYRO5	EPHB2	0
TYRO6	EPHB3	0
TYRO_HUMAN	TYR	0
TYRP	TYRP1	0
TYRP1_HUMAN	TYRP1	0
TYRP2	DCT	0
TYRP2_HUMAN	DCT	0
TYRRP	TYRP1	0
TYSD1_HUMAN	TYSND1	0
TYSY_HUMAN	TYMS	0
TYW1B_HUMAN	TYW1B	0
TYW1_HUMAN	TYW1	0
TYW2	TRMT12	0
TYW2_HUMAN	TRMT12	0
TYW3_HUMAN	TYW3	0
TYW4	LCMT2	0
TYW4_HUMAN	LCMT2	0
TYW5_HUMAN	TYW5	0
TYY1_HUMAN	YY1	0
TYY2_HUMAN	YY2	0
TZAP	ZBTB48	0
TZAP_HUMAN	ZBTB48	0
TZFP	ZBTB32	0
TZP	PHF20	0
U119A_HUMAN	UNC119	0
U119B_HUMAN	UNC119B	0
U17L1_HUMAN	USP17L1	0
U17L2_HUMAN	USP17L2	0
U17L3_HUMAN	USP17L3	0
U17L4_HUMAN	USP17L4	0
U17L5_HUMAN	USP17L5	0
U17L6_HUMAN	USP17L6P	0
U17L7_HUMAN	USP17L7	0
U17L8_HUMAN	USP17L8	0
U17LA_HUMAN	USP17L10	0
U17LB_HUMAN	USP17L11	0
U17LD_HUMAN	USP17L13	0
U17LF_HUMAN	USP17L15	0
U17LH_HUMAN	USP17L17	0
U17LI_HUMAN	USP17L18	0
U17LJ_HUMAN	USP17L19	0
U17LK_HUMAN	USP17L20	0
U17LL_HUMAN	USP17L21	0
U17LM_HUMAN	USP17L22	0
U17LN_HUMAN	USP17L23	0
U17LO_HUMAN	USP17L24	0
U1AP1	SNRNP70	0
U1SBP_HUMAN	SNRNP35	0
U1SNRNPBP	SNRNP35	0
U21.1	HNRNPU	0
U26	AASDH	0
U2AF1-RS1	ZRSR1	0
U2AF1-RS2	ZRSR2	0
U2AF1-RS3	U2AF1L4	0
U2AF1L1	ZRSR1	0
U2AF1L2	ZRSR2	0
U2AF1L3	U2AF1L4	0
U2AF1P	ZRSR1	0
U2AF1RS1	ZRSR1	0
U2AF1RS2	ZRSR2	0
U2AF1_HUMAN	U2AF1	0
U2AF2_HUMAN	U2AF2	0
U2AF35	U2AF1	0
U2AF4_HUMAN	U2AF1L4	0
U2AF5_HUMAN	U2AF1L5	0
U2AF65	U2AF2	0
U2AFBP	U2AF1	0
U2AFBPL	ZRSR1	0
U2AFL_HUMAN	ZRSR1	0
U2AFM_HUMAN	ZRSR2	0
U2D2L_HUMAN	UBE2DNL	0
U2QL1_HUMAN	UBE2QL1	0
U355K	RRP9	0
U3IP2_HUMAN	RRP9	0
U3KPZ7_HUMAN	U3KPZ7	0
U3KQ54_HUMAN	PMF1-BGLAP	0
U3KQ87_HUMAN	U3KQ87	0
U3KQE9_HUMAN	U3KQE9	0
U3KQK5_HUMAN	U3KQK5	0
U3KQU4_HUMAN	U3KQU4	0
U3KQV3_HUMAN	U3KQV3	0
U520_HUMAN	SNRNP200	0
U5S1_HUMAN	EFTUD2	0
U633C_HUMAN	Q5XG85	0
UACA_HUMAN	UACA	0
UAF1	WDR48	0
UAP1L_HUMAN	UAP1L1	0
UAP1_HUMAN	UAP1	0
UAP56	DDX39B	0
UB2D1_HUMAN	UBE2D1	0
UB2D2_HUMAN	UBE2D2	0
UB2D3_HUMAN	UBE2D3	0
UB2D4_HUMAN	UBE2D4	0
UB2E1_HUMAN	UBE2E1	0
UB2E2_HUMAN	UBE2E2	0
UB2E3_HUMAN	UBE2E3	0
UB2G1_HUMAN	UBE2G1	0
UB2G2_HUMAN	UBE2G2	0
UB2J1_HUMAN	UBE2J1	0
UB2J2_HUMAN	UBE2J2	0
UB2L3_HUMAN	UBE2L3	0
UB2L6_HUMAN	UBE2L6	0
UB2Q1_HUMAN	UBE2Q1	0
UB2Q2_HUMAN	UBE2Q2	0
UB2R1_HUMAN	CDC34	0
UB2R2_HUMAN	UBE2R2	0
UB2V1_HUMAN	UBE2V1	0
UB2V2_HUMAN	UBE2V2	0
UBA1L_HUMAN	UBAP1L	0
UBA1_HUMAN	UBA1	0
UBA3_HUMAN	UBA3	0
UBA4	MOCS3	0
UBA5_HUMAN	UBA5	0
UBA6_HUMAN	UBA6	0
UBA7_HUMAN	UBA7	0
UBA80	RPS27A	0
UBAC1_HUMAN	UBAC1	0
UBAC2_HUMAN	UBAC2	0
UBADC1	UBAC1	0
UBAP1_HUMAN	UBAP1	0
UBAP2_HUMAN	UBAP2	0
UBB_HUMAN	UBB	0
UBC12	UBE2M	0
UBC12_HUMAN	UBE2M	0
UBC16	UBE2W	0
UBC3B	UBE2R2	0
UBC4	UBE2D2	0
UBC5A	UBE2D1	0
UBC5B	UBE2D2	0
UBC5C	UBE2D3	0
UBC9	UBE2I	0
UBC9_HUMAN	UBE2I	0
UBCE4	UBE2E3	0
UBCE7	UBE2L3	0
UBCE7IP1	RNF216	0
UBCE7IP3	RBCK1	0
UBCE7IP4	RNF144A	0
UBCE7IP5	UBOX5	0
UBCE9	UBE2I	0
UBCEP1	RPS27A	0
UBCEP2	UBA52	0
UBCH10	UBE2C	0
UBCH3	CDC34	0
UBCH4	UBE2D2	0
UBCH5	UBE2D1	0
UBCH5A	UBE2D1	0
UBCH5B	UBE2D2	0
UBCH5C	UBE2D3	0
UBCH5D	UBE2D4	0
UBCH6	UBE2E1	0
UBCH7	UBE2L3	0
UBCH7BP	ARIH1	0
UBCH8	UBE2E2|UBE2L6	1
UBCH9	UBE2E3	0
UBCP1_HUMAN	UBLCP1	0
UBC_HUMAN	UBC	0
UBD_HUMAN	UBD	0
UBE1	UBA1	0
UBE1C	UBA3	0
UBE1DC1	UBA5	0
UBE1L	UBA7	0
UBE1L2	UBA6	0
UBE2	UBA7	0
UBE2A_HUMAN	UBE2A	0
UBE2B_HUMAN	UBE2B	0
UBE2CBP	UBE3D	0
UBE2C_HUMAN	UBE2C	0
UBE2D2L	UBE2DNL	0
UBE2F_HUMAN	UBE2F	0
UBE2G	UBE2G1	0
UBE2H_HUMAN	UBE2H	0
UBE2K_HUMAN	UBE2K	0
UBE2N_HUMAN	UBE2N	0
UBE2O_HUMAN	UBE2O	0
UBE2Q	UBE2Q1	0
UBE2R1	CDC34	0
UBE2S_HUMAN	UBE2S	0
UBE2T_HUMAN	UBE2T	0
UBE2U_HUMAN	UBE2U	0
UBE2V	UBE2V1	0
UBE2W_HUMAN	UBE2W	0
UBE2Z_HUMAN	UBE2Z	0
UBE3A_HUMAN	UBE3A	0
UBE3B_HUMAN	UBE3B	0
UBE3C_HUMAN	UBE3C	0
UBE3D_HUMAN	UBE3D	0
UBE4A_HUMAN	UBE4A	0
UBE4B_HUMAN	UBE4B	0
UBF	UBTF	0
UBF1	UBTF	0
UBF1_HUMAN	UBTF	0
UBFD1_HUMAN	UBFD1	0
UBFL1_HUMAN	UBTFL1	0
UBFL6_HUMAN	UBTFL6	0
UBH1	USP12	0
UBIA1_HUMAN	UBIAD1	0
UBID4	DPF2	0
UBIE	HIGD1C	0
UBIE2	HIGD1C	0
UBIM_HUMAN	FAU	0
UBIN	UBQLN4	0
UBIP1_HUMAN	UBP1	0
UBL1	SUMO1	0
UBL3_HUMAN	UBL3	0
UBL4	UBL4A	0
UBL4A_HUMAN	UBL4A	0
UBL4B_HUMAN	UBL4B	0
UBL5_HUMAN	UBL5	0
UBL7_HUMAN	UBL7	0
UBLE1A	SAE1	0
UBLE1B	UBA2	0
UBN1_HUMAN	UBN1	0
UBN2_HUMAN	UBN2	0
UBP10_HUMAN	USP10	0
UBP11_HUMAN	USP11	0
UBP12_HUMAN	USP12	0
UBP13_HUMAN	USP13	0
UBP14_HUMAN	USP14	0
UBP15_HUMAN	USP15	0
UBP16_HUMAN	USP16	0
UBP18_HUMAN	USP18	0
UBP19_HUMAN	USP19	0
UBP1_HUMAN	USP1	0
UBP20_HUMAN	USP20	0
UBP21_HUMAN	USP21	0
UBP22_HUMAN	USP22	0
UBP24_HUMAN	USP24	0
UBP25_HUMAN	USP25	0
UBP26_HUMAN	USP26	0
UBP27_HUMAN	USP27X	0
UBP28_HUMAN	USP28	0
UBP29_HUMAN	USP29	0
UBP2L_HUMAN	UBAP2L	0
UBP2_HUMAN	USP2	0
UBP30_HUMAN	USP30	0
UBP31_HUMAN	USP31	0
UBP32_HUMAN	USP32	0
UBP33_HUMAN	USP33	0
UBP34_HUMAN	USP34	0
UBP35_HUMAN	USP35	0
UBP36_HUMAN	USP36	0
UBP37_HUMAN	USP37	0
UBP38_HUMAN	USP38	0
UBP3_HUMAN	USP3	0
UBP40_HUMAN	USP40	0
UBP41	USP2	0
UBP41_HUMAN	USP41	0
UBP42_HUMAN	USP42	0
UBP43_HUMAN	USP43	0
UBP44_HUMAN	USP44	0
UBP45_HUMAN	USP45	0
UBP46_HUMAN	USP46	0
UBP47_HUMAN	USP47	0
UBP48_HUMAN	USP48	0
UBP49_HUMAN	USP49	0
UBP4_HUMAN	USP4	0
UBP50_HUMAN	USP50	0
UBP51_HUMAN	USP51	0
UBP53_HUMAN	USP53	0
UBP54_HUMAN	USP54	0
UBP5_HUMAN	USP5	0
UBP6_HUMAN	USP6	0
UBP7_HUMAN	USP7	0
UBP8_HUMAN	USP8	0
UBPH	UBFD1	0
UBPY	USP8	0
UBQL1_HUMAN	UBQLN1	0
UBQL2_HUMAN	UBQLN2	0
UBQL4_HUMAN	UBQLN4	0
UBR1_HUMAN	UBR1	0
UBR2_HUMAN	UBR2	0
UBR3_HUMAN	UBR3	0
UBR4_HUMAN	UBR4	0
UBR5_HUMAN	UBR5	0
UBR7_HUMAN	UBR7	0
UBS3A_HUMAN	UBASH3A	0
UBS3B_HUMAN	UBASH3B	0
UBTD1_HUMAN	UBTD1	0
UBTD2_HUMAN	UBTD2	0
UBX10_HUMAN	UBXN10	0
UBX11_HUMAN	UBXN11	0
UBX2A_HUMAN	UBXN2A	0
UBX2B_HUMAN	UBXN2B	0
UBXD1	UBXN6	0
UBXD12	FAF1	0
UBXD2	UBXN4	0
UBXD3	UBXN10	0
UBXD4	UBXN2A	0
UBXD5	UBXN11	0
UBXD6	UBXN8	0
UBXD7	UBXN7	0
UBXD8	FAF2	0
UBXD9	ASPSCR1	0
UBXDC1	UBXN4	0
UBXDC2	UBXN6	0
UBXN1_HUMAN	UBXN1	0
UBXN2C	NSFL1C	0
UBXN3A	FAF1	0
UBXN3B	FAF2	0
UBXN4_HUMAN	UBXN4	0
UBXN6_HUMAN	UBXN6	0
UBXN7_HUMAN	UBXN7	0
UBXN8_HUMAN	UBXN8	0
UBXN9	ASPSCR1	0
UCC1	EPDR1	0
UCH37	UCHL5	0
UCHL1_HUMAN	UCHL1	0
UCHL3_HUMAN	UCHL3	0
UCHL5IP	HAUS7	0
UCHL5_HUMAN	UCHL5	0
UCK	CMPK1	0
UCK1_HUMAN	UCK1	0
UCK2_HUMAN	UCK2	0
UCKL1_HUMAN	UCKL1	0
UCMA_HUMAN	UCMA	0
UCN1_HUMAN	UCN	0
UCN2_HUMAN	UCN2	0
UCN3_HUMAN	UCN3	0
UCP	UCP1	0
UCP1_HUMAN	UCP1	0
UCP2_HUMAN	UCP2	0
UCP3_HUMAN	UCP3	0
UCP4	SLC25A27	0
UCP4_HUMAN	SLC25A27	0
UCP5	SLC25A14	0
UCP5_HUMAN	SLC25A14	0
UCRC	UQCR10	0
UCRIL_HUMAN	UQCRFS1P1	0
UCRI_HUMAN	UQCRFS1	0
UCRP	ISG15	0
UD110_HUMAN	UGT1A10	0
UD11_HUMAN	UGT1A1	0
UD13_HUMAN	UGT1A3	0
UD14_HUMAN	UGT1A4	0
UD15_HUMAN	UGT1A5	0
UD16_HUMAN	UGT1A6	0
UD17_HUMAN	UGT1A7	0
UD18_HUMAN	UGT1A8	0
UD19_HUMAN	UGT1A9	0
UD2A1_HUMAN	UGT2A1	0
UD2A3_HUMAN	UGT2A3	0
UD2B4_HUMAN	UGT2B4	0
UD2B7_HUMAN	UGT2B7	0
UD3A1_HUMAN	UGT3A1	0
UD3A2_HUMAN	UGT3A2	0
UDB10_HUMAN	UGT2B10	0
UDB11_HUMAN	UGT2B11	0
UDB15_HUMAN	UGT2B15	0
UDB17_HUMAN	UGT2B17	0
UDB28_HUMAN	UGT2B28	0
UE2NL_HUMAN	UBE2NL	0
UEF	SAMD9L	0
UEV1	UBE2V1	0
UEV2	UBE2V2	0
UEV3	UEVLD	0
UEVLD_HUMAN	UEVLD	0
UFBP1	DDRGK1	0
UFC1_HUMAN	UFC1	0
UFD1L	UFD1	0
UFD1_HUMAN	UFD1	0
UFD2	UBE4B	0
UFHSD1	NAGLU	0
UFL1_HUMAN	UFL1	0
UFM1_HUMAN	UFM1	0
UFO	AXL	0
UFO_HUMAN	AXL	0
UFSP1_HUMAN	UFSP1	0
UFSP2_HUMAN	UFSP2	0
UG0215E05	COQ3	0
UG0581B09	MFSD1	0
UG0636c06	CAPS2	0
UG063H01	FBXO11	0
UG0651E06	NSUN3	0
UG0751c10	GTPBP10	0
UGALT	SLC35A2	0
UGB	SCGB1A1	0
UGB2	SCGB2A2	0
UGB3	SCGB2A1	0
UGCGL1	UGGT1	0
UGCGL2	UGGT2	0
UGDH_HUMAN	UGDH	0
UGENE	FAM72A	0
UGGG1_HUMAN	UGGT1	0
UGGG2_HUMAN	UGGT2	0
UGGT	UGGT1	0
UGP1	UGP2	0
UGPA_HUMAN	UGP2	0
UGPP	NUDT14	0
UGPQ	GDPD4	0
UGRP	G6PC3	0
UGRP1	SCGB3A2	0
UGRP2	SCGB3A1	0
UGT	SLC35A2	0
UGT1	UGGT1|UGT1A1|UGT1A10|UGT1A3|UGT1A4|UGT1A5|UGT1A6|UGT1A7|UGT1A8|UGT1A9	9
UGT2	UGGT2	0
UGT2A2	UGT2A1	0
UGT2B8	UGT2B15	0
UGT4	UGT8	0
UGTB2B9	UGT2B7	0
UGTL	SLC35A2	0
UGTR	UGGT1	0
